acfrs_original_name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed,name,ratio,ratio_group,state
Pleasanton Unified School District,NA,146519,2020,School District,401061788,159567585,24251117,0,0,0,183538595,0,32991983,0,712508,7484156,48223655,-2715761,164359429,-7843287,225194766,0,0,0,217351479,FALSE,pleasanton unified,1.8452222632448707,1 - 5%,California
Pleasants County Board of Education,NA,50535,2020,School District,13339435,9038275,2023886,227927,0,0,936814,0,940961,0,171572,773094,1112364,737728,16804204,1766754,17660636,0,0,0,19427390,FALSE,pleasants,0.6866303193583904, Below 1%,West Virginia
Pleasantville Board of Education,NA,45982,2020,School District,34563958,7753572,2873067,950000,0,0,21022953,0,0,0,1964366,539551,27687273,2065750,78786961,6867988,102211547,0,0,0,109079535,FALSE,pleasantville,0.3168693192540654, Below 1%,New Jersey
Pleasantville Community School District,NA,163164,2020,School District,14037015,8302585,1139205,33029,0,115000,3864014,0,395862,0,6583,884088,1632717,85000,8350968,952655,10000118,0,0,0,10952773,FALSE,pleasantville community,1.281594624484594,1 - 5%,Iowa
Plemons-Stinnett-Phillips Consolidated Independent School District,NA,163855,2020,School District,15830267,9720000,512798,0,0,0,2320373,0,3277096,0,0,243586,1463983,0,15234824,1007650,15934743,0,0,0,16942393,FALSE,plemons-stinnett-phillips consolidated,0.9343583872715029, Below 1%,Texas
Plum Borough School District,NA,37841,2020,School District,234998807,106548674,9410956,556477,0,0,95015000,0,17201892,0,1168639,944874,15330459,0,51195685,2401476,65069542,0,0,0,67471018,FALSE,plum borough,3.4829592611156395,1 - 5%,Pennsylvania
Plumas County Office of Education,NA,56611,2020,School District,4529561,0,1598955,0,0,0,2789630,0,51604,0,53305,3953,1158470,0,4589742,2715,5749450,0,0,0,5752165,FALSE,plumas  office of education,0.7874532458648179, Below 1%,California
Plumas Lake Elementary School District,NA,146521,2020,School District,32887000,4229000,1732000,1944000,0,0,13503000,0,61000,0,60000,2582000,1620000,0,14283000,815000,17670000,0,0,0,18485000,FALSE,plumas lake elementary,1.779118203949148,1 - 5%,California
Plumas Unified School District,NA,146522,2020,School District,74256920,40069721,2641029,0,0,0,25304575,0,2257134,0,118352,505280,5606075,45274,27457266,-1066935,34680830,0,0,0,33613895,FALSE,plumas unified,2.2091138203412606,1 - 5%,California
Plummer Worley Joint School Distrcit No 44,NA,167416,2020,School District,2126042,0,682630,0,0,0,1015000,0,428412,204264,0,4261,1136020,0,5526329,57660,6608950,0,0,0,6666610,FALSE,plummer worley joint school distrcit no,0.31890901072659117, Below 1%,Idaho
Plumsted Township School District,NA,168091,2020,School District,10406374,3909202,554453,425000,0,0,5050334,0,0,0,467386,539002,7527804,0,24677255,-902181,33646242,0,0,0,32744061,FALSE,plumsted township,0.31780951055521184, Below 1%,New Jersey
Plymouth Joint School District,NA,40071,2020,School District,46752201,27610000,3566571,0,0,9535000,2502617,0,2173535,0,0,2549808,3071532,15649,27202000,724910,32114079,0,0,0,32838989,FALSE,plymouth joint,1.4236796693101605,1 - 5%,Wisconsin
Plymouth-Canton Community Schools,NA,34679,2020,School District,752961443,291997703,31095608,0,0,0,351560054,0,76540207,0,0,6907740,49081435,0,167112232,-10089556,233190963,0,0,0,223101407,FALSE,plymouth-canton community schools,3.3749739776405803,1 - 5%,Michigan
Plymouth-Shiloh Local School District,NA,43170,2020,School District,13042417,403130,1040738,556140,0,0,9808717,0,836610,577608,397082,1220908,1514285,60000,8466421,-641771,11903385,0,0,0,11261614,FALSE,plymouth-shiloh local,1.158130353251319,1 - 5%,Ohio
Pocahontas County Board of Education,NA,49646,2020,School District,2460166,0,1366112,0,0,0,486619,0,554928,0,52507,78215,2367365,645507,12501370,2014575,13577882,0,0,0,15592457,FALSE,pocahontas,0.15777923902563912, Below 1%,West Virginia
Pocahontas Area Community School District,NA,163166,2020,School District,10393681,4728288,853717,0,0,0,4415588,0,281536,0,0,1528472,2254969,0,9336509,677291,12442659,0,0,0,13119950,FALSE,pocahontas area community,0.792204314803029, Below 1%,Iowa
Pocahontas School District No. 19,NA,98773,2020,School District,5628,10660000,5628,35268,0,0,14107016,0,0,0,0,0,0,0,24597773,-28649541,53247314,0,0,0,24597773,FALSE,pocahontasno,2.288012008241559e-4, Below 1%,Arkansas
Pocola School District I-7,NA,84964,2020,School District,339324,0,229355,109969,0,0,4907530,0,0,0,0,0,0,0,6594690,37796,6556894,0,0,0,6594690,FALSE,pocolai-,0.0514541244546749, Below 1%,Oklahoma
Pocono Mountain School District,NA,38086,2020,School District,594203145,164324711,32295462,843042,0,0,309513735,0,79000558,0,6899939,1542137,41704012,4000,175374437,-3709824,222334410,0,0,0,218624586,FALSE,pocono mountain,2.717915472690706,1 - 5%,Pennsylvania
Point Arena Schools District,NA,167205,2020,School District,11424327,3395010,345306,0,0,0,7073640,0,421359,0,34379,324865,1418661,0,8217490,598862,9362154,11058,1387,0,9961016,FALSE,point arena schools district,1.1469037897338987,1 - 5%,California
Point Isabel Independent School District,NA,38858,2020,School District,49507329,12671461,21019303,0,0,0,6576322,0,9240243,0,0,429167,4412292,0,43662156,2933287,45570328,0,0,0,48503615,FALSE,point isabel,1.0206935916013682,1 - 5%,Texas
Point Pleasant Borough School District,NA,35858,2020,School District,23121646,14398000,466429,0,0,0,6375066,0,0,0,1882151,661216,4044864,0,45032080,433370,49304790,0,0,0,49738160,FALSE,point pleasant borough,0.4648673372718251, Below 1%,New Jersey
Pointe Coupee Parish School Board,NA,33847,2020,School District,69084468,947647,3115032,0,0,0,27361939,0,36860099,0,587566,94898,6912442,0,25958181,-886988,33852509,0,0,0,32965521,FALSE,pointe coupee parish school board,2.095658309177034,1 - 5%,Louisiana
Pojoaque Valley Schools,NA,35954,2020,School District,43410186,7080000,2564316,0,0,0,26165183,0,7396537,0,204150,377817,4267049,428110,17377303,10941219,11509060,0,0,0,22450279,FALSE,pojoaque valley schools,1.9336145443894037,1 - 5%,New Mexico
Poland Local School District,NA,46643,2020,School District,29412557,0,2456514,4585434,0,0,19640941,0,1522788,1205800,1206880,637162,963884,0,21720310,2687445,20633911,0,0,0,23321356,FALSE,poland local,1.2611855416983473,1 - 5%,Ohio
Polaris Career Center,NA,37069,2020,School District,74670180,0,1818798,0,0,0,19090980,0,2252530,998217,1630332,2301386,2632754,0,15517135,-2816402,23267677,0,0,0,20451275,FALSE,polaris career center,3.651125907797925,1 - 5%,Ohio
Polk County Board of Education,NA,36636,2020,School District,40913331,0,1010396,0,0,0,10310975,0,27365871,37627,2139887,281322,20167457,82201,8070699,283816,28317863,0,0,0,28601679,FALSE,polk,1.4304520724115533,1 - 5%,North Carolina
Polk County School District,NA,196530,2020,School District,158094931,24632094,11158005,495868,0,0,73471420,0,48079689,0,257855,2150761,58772928,1249268,32968461,7530071,87611347,0,0,0,95141418,FALSE,polk,1.6616835687691769,1 - 5%,Georgia
School District of Polk County,NA,98989,2020,School District,1056455681,193684970,88624854,0,0,6000000,501853478,0,33902309,0,42123376,4024614,52921353,7960023,1084731612,30679307,1118958295,0,0,0,1149637602,FALSE,polk,0.9189467003881107, Below 1%,Florida
Polk County Schools,NA,107324,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783013,58960,724053,0,0,0,783013,FALSE,polk  schools,0, Below 1%,Tennessee
Pollock Pines Elementary School District,NA,146523,2020,School District,17695226,8886742,895630,0,0,0,7887836,0,0,0,25018,67188,1110404,0,7026065,-769937,8973594,0,0,0,8203657,FALSE,pollock pines elementary,2.156992424232266,1 - 5%,California
Polson Public School District No. 23,NA,43285,2020,School District,19210233,814166,379420,0,0,0,16009209,0,1155986,0,851452,126581,3863921,46535,21948719,3942940,22042816,0,0,0,25985756,FALSE,polson publicno,0.7392601161959652, Below 1%,Montana
Pomona Unified School District,NA,146524,2020,School District,777290662,330023789,55163010,0,0,0,342411131,0,40579772,0,237600,822162,137097238,2529979,321761932,13654832,448556479,0,0,0,462211311,FALSE,pomona unified,1.6816781491528665,1 - 5%,California
Pomperaug Regional School District 15,NA,32209,2020,School District,35578068,6325000,4550577,178711,0,0,10484507,0,11051023,0,2988250,888323,20166934,73869,70792091,-567706,92488923,0,0,0,91921217,FALSE,pomperaug regional,0.3870495752901096, Below 1%,Connecticut
Ponca City Public Schools I-71,NA,48976,2020,School District,37172655,20855000,4614582,11703073,0,0,0,0,0,0,0,0,0,0,58729035,3963898,54765137,0,0,0,58729035,FALSE,ponca city  i-,0.6329519121163834, Below 1%,Oklahoma
Pond Creek-Hunter Public Schools I-90,NA,147501,2020,School District,3256509,3095000,161509,0,0,0,0,0,0,0,0,0,0,0,5605454,-1113986,6719440,0,0,0,5605454,FALSE,pond creek-hunter  i-,0.5809536569205634, Below 1%,Oklahoma
Pond Union Elementary School District,NA,146525,2020,School District,2510944,0,192093,16213,0,0,2295997,0,0,0,6641,52,498410,0,2478342,-374766,3351570,0,0,0,2976804,FALSE,pond union elementary,0.8435033008555485, Below 1%,California
Ponder Independent School District,NA,163856,2020,School District,23890033,15059757,1259499,0,0,0,2927232,0,4398665,0,244880,342961,2131869,0,18112663,1930931,18656562,0,0,0,20587493,FALSE,ponder,1.1604148693578185,1 - 5%,Texas
Pontotoc County School District,NA,35069,2020,School District,52705677,3000000,1297539,1395475,0,190026,43492811,0,3070631,0,259195,1136671,5717136,0,26333532,1232487,31954852,0,0,0,33187339,FALSE,pontotoc,1.588126032038905,1 - 5%,Mississippi
Pontotoc City School District,NA,43056,2020,School District,38984499,3000000,1616732,0,0,0,32072631,0,2124693,0,170443,760034,3656085,97099,16613178,-2169445,23295841,0,0,0,21126396,FALSE,pontotoc city,1.8452981284645047,1 - 5%,Mississippi
Poolville Independent School District,NA,163857,2020,School District,6508643,2665668,357838,0,0,0,1463616,0,2021521,0,0,202286,897454,0,6869950,18838,7950852,0,0,0,7969690,FALSE,poolville,0.8166745507039797, Below 1%,Texas
Pope Valley Union Elementary School District,NA,146526,2020,School District,5518941,4001944,138827,0,0,0,1371917,0,0,0,6253,26126,95197,0,1613524,-38288,1773135,0,0,0,1734847,FALSE,pope valley union elementary,3.18122635598413,1 - 5%,California
Poplar Bluff R-I School District,NA,35180,2020,School District,0,6745000,0,38250000,0,0,3377904,0,0,0,0,1915092,10586314,367161,45686897,2282326,56273138,0,0,0,58555464,FALSE,poplar bluff r-i,0, Below 1%,Missouri
Poplarville Special Municipal Separate School District,NA,43055,2020,School District,34652260,3000000,954548,0,0,0,28684416,0,1824902,0,188394,573440,3138876,12445,15256937,-344057,19325755,0,0,0,18981698,FALSE,poplarville special municipal separate,1.8255616541786726,1 - 5%,Mississippi
Port Allegany School District,NA,54190,2020,School District,29695906,0,2423318,0,0,3919000,20959000,0,2297080,0,97508,294638,4694958,0,11008192,454169,15543619,0,0,0,15997788,FALSE,port allegany,1.856250751666418,1 - 5%,Pennsylvania
Port Angeles School District No. 121,NA,39607,2020,School District,737533,0,737533,0,0,0,15732818,0,0,0,1587215,0,0,0,53284204,-894040,54178244,0,0,0,53284204,FALSE,port angelesno,0.013841494188409008, Below 1%,Washington
Port Aransas Independent School District,NA,88409,2020,School District,11674113,4500460,1131288,0,0,0,2343348,0,3699018,0,0,20635,4857700,0,27659918,3811155,28727098,0,0,0,32538253,FALSE,port aransas,0.35878118594750613, Below 1%,Texas
Port Arthur Independent School District,NA,39040,2020,School District,477663352,405427823,11675478,0,0,0,16247895,0,38131457,0,1838913,1667578,26074138,0,87764307,-23368154,138874177,0,0,0,115506023,FALSE,port arthur,4.1353977878712005,1 - 5%,Texas
Port Byron Central School District,NA,36132,2020,School District,63238024,17758061,2355402,0,0,0,1230989,984609,41297898,0,566947,143706,1477296,75606,21468838,1412860,21752586,0,0,0,23165446,FALSE,port byron central,2.729842714878013,1 - 5%,New York
Port Chester-Rye Union Free School District,NA,40664,2020,School District,238856219,97154689,11079221,0,0,0,6508999,6932810,119993208,0,4120102,497394,8090483,655327,101130392,-4261280,114634876,0,0,0,110373596,FALSE,port chester-rye union free,2.164070281809066,1 - 5%,New York
Port Clinton City School District,NA,37208,2020,School District,0,33115968,0,0,0,0,23720480,0,2383452,1349141,0,181760,0,0,26608876,-1534320,28324956,0,0,0,26790636,FALSE,port clinton city,0, Below 1%,Ohio
Port Huron Area School District,NA,34629,2020,School District,335740664,121308347,14020482,0,0,0,164156117,0,35132558,0,0,827755,29257871,0,69095189,-4168235,103349050,0,0,0,99180815,FALSE,port huron area,3.385137175975011,1 - 5%,Michigan
Port Jervis City School District,NA,36330,2020,School District,147505169,21801246,9249089,0,0,0,4873269,3837151,104168218,0,6093803,372017,7787189,0,71555163,1470594,78243775,0,0,0,79714369,FALSE,port jervis city,1.8504213336995743,1 - 5%,New York
Port Neches-Groves Independent School District,NA,39041,2020,School District,184887070,153313852,5983896,0,0,0,13027087,0,17172611,0,555498,1196793,5633705,0,59545662,1678097,64698063,0,0,0,66376160,FALSE,port neches-groves,2.785443900340122,1 - 5%,Texas
Port Orford-Langlois School District No. 2-Cj,NA,85460,2020,School District,3579228,0,146877,116074,0,0,3078119,0,210964,31403,11194,34148,1211292,1354439,3720981,1849500,4471360,0,0,0,6320860,FALSE,port orford-langloisno 2-cj,0.5662564904142791, Below 1%,Oregon
Port Townsend School District,NA,39631,2020,School District,131079,33190000,131079,0,0,0,5118132,0,0,0,460510,0,0,0,22957414,602758,22354656,0,0,0,22957414,FALSE,port townsend,0.005709658762088796, Below 1%,Washington
Port Washington Saukville School District,NA,40039,2020,School District,59420129,46015345,1524382,0,0,390000,853574,0,10192443,0,444385,2381913,3276519,0,33357645,904212,38111865,0,0,0,39016077,FALSE,port washington saukville,1.5229652381504168,1 - 5%,Wisconsin
Port Washington Union Free School District,NA,36276,2020,School District,467604787,19665051,15422927,0,0,45895000,10979306,10329476,367995986,0,1887828,1113544,3712589,0,160464996,-23721776,189012905,0,0,0,165291129,FALSE,port washington union free,2.8289769077685953,1 - 5%,New York
Portage Public Schools,NA,34467,2020,School District,444962391,204065150,18905584,0,0,173615,181740827,0,39542847,0,534368,4073053,17981983,29039,97723503,-5323214,125130792,0,0,0,119807578,FALSE,portage,3.7139753463674894,1 - 5%,Michigan
Portage Community School District,NA,39951,2020,School District,2252908,0,2252908,0,0,0,0,3066909,0,3118249,0,2155322,2698822,0,28001865,2471939,30384070,0,0,0,32856009,FALSE,portage community,0.0685691314486796, Below 1%,Wisconsin
Portage Lakes Career Center,NA,37272,2020,School District,9685007,0,692159,0,0,0,7776378,0,564201,473337,652269,1244046,537650,0,6169182,-768106,8718984,0,0,0,7950878,FALSE,portage lakes career center,1.2181053463529437,1 - 5%,Ohio
Portageville School District,NA,35276,2020,School District,0,2378996,0,0,0,0,0,0,0,0,21560,192390,1410780,17403,6026671,293501,7353743,0,0,0,7647244,FALSE,portageville,0, Below 1%,Missouri
Portales Municipal School District No.1,NA,48684,2020,School District,68359695,13075000,983013,0,0,0,42237400,0,11937178,0,127104,197361,6298953,780235,42732644,18207671,31801522,0,0,0,50009193,FALSE,portales,1.3669425739383556,1 - 5%,New Mexico
Porter Consolidated Public Schools,NA,148791,2020,School District,1997064,1295000,459760,242304,0,0,0,0,0,0,0,0,0,0,5988678,80227,5908451,0,0,0,5988678,FALSE,porter consolidated,0.333473264049261, Below 1%,Oklahoma
Porterville Unified School District,NA,146527,2020,School District,313936008,33347585,17998730,0,0,0,172766882,0,64049545,0,673356,690295,43995636,3082078,177241889,15216408,209793490,0,135037,0,225009898,FALSE,porterville unified,1.3952097698386583,1 - 5%,California
Portland Public Schools,NA,47855,2020,School District,82467851,36983607,5138861,0,0,1021,32804510,0,7010903,0,528949,644703,4632822,0,19779407,-817096,25874028,0,0,0,25056932,FALSE,portland,3.2912190127666068,1 - 5%,Michigan
Portola Valley Elementary School District,NA,146528,2020,School District,43037649,24342847,903666,1450278,0,0,14610601,0,1703946,0,26311,126244,1274139,0,19299654,3767563,16932474,0,0,0,20700037,FALSE,portola valley elementary,2.0791097619777203,1 - 5%,California
Portsmouth City School District,NA,37245,2020,School District,37752832,6730000,2572477,60559,0,0,24600658,0,2211672,1456696,1577466,937737,7976332,0,25846349,-1781053,36541471,0,0,0,34760418,FALSE,portsmouth city,1.0860868243874398,1 - 5%,Ohio
Portsmouth Virginia School Board,NA,197663,2020,School District,179214769,0,13345877,0,0,0,138742940,0,20561679,6980817,4614291,1418555,36132586,0,141031731,6645718,171937154,0,0,0,178582872,FALSE,portsmouth virginia school board,1.0035383964482327,1 - 5%,Virginia
Portville Central School District,NA,36126,2020,School District,19290139,9308914,1026884,0,0,680961,1895802,880642,5750578,0,627000,966733,1153317,0,17106548,-258436,19485034,0,0,0,19226598,FALSE,portville central,1.0033048488349317,1 - 5%,New York
Porum Public Schools I-88,NA,168396,2020,School District,461453,95000,160078,206375,0,0,0,0,0,0,0,0,0,0,4264185,-10034,4274219,0,0,0,4264185,FALSE,porum  i-,0.1082159896908788, Below 1%,Oklahoma
Posen Consolidated School District No. 9,NA,161488,2020,School District,5976651,523115,243753,0,0,49656,4240009,0,920118,0,0,35601,635714,0,2008584,-99431,2779330,0,0,0,2679899,FALSE,posen consolidatedno,2.230177704458265,1 - 5%,Michigan
Posen-Robbins Elementary School District 143 1/2,NA,32947,2020,School District,14900532,14998201,-128563,30894,0,0,1318174,0,10413461,0,0,13704,13127097,229002,18660167,211793,31818177,0,0,0,32029970,FALSE,posen-robbins elementary143 1/,0.4652059305706499, Below 1%,Illinois
