state,acfrs_original_name,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name
OH,Grandview Heights City School District,83208,2020,School District,89066260,59574297,4030413,0,0,0,22225895,0,1997141,1304987,1238514,1236518,506283,2190512,18294085,-1786144,24013542,0,0,0,22227398,grandview heights
OH,Lakeshore Intergenerational School,83485,2020,School District,3119658,0,237311,0,288300,0,2435389,0,158658,154378,0,0,0,322680,2269841,-672822,3265343,1974707,617814,0,2592521,lakeshore intergenerational school
OH,Knox County Career Center,37133,2020,School District,22946805,0,848285,5451839,2029000,0,12371757,0,1070742,726668,1175182,1946969,1743459,0,9055820,178219,12568029,0,0,0,12746248,knox county career center
OH,Life Skills Center of Elyria,83545,2020,School District,849794,0,23039,0,0,0,753494,0,73261,0,0,0,0,438829,1661766,338,2100257,1661766,438829,0,2100595,life skills center of elyria
OH,Martins Ferry City School District,37009,2020,School District,43723839,10036129,2010050,1543000,0,0,16400511,0,1445165,975883,1105112,2421351,3467364,0,15748025,-1084557,22721297,0,0,0,21636740,martins ferry
OH,Muskingum Valley Educational Service Center,43879,2020,School District,36126843,0,2949973,0,0,0,27831723,0,3854060,1413416,1491087,16711443,4226522,0,985019,-2590963,24513947,0,0,0,21922984,muskingum valley educational service center
OH,Ottawa-Glandorf Local School District,46508,2020,School District,0,13263660,0,0,0,359636,15195475,0,2233967,0,0,0,8406273,0,11430557,920093,18916737,0,0,0,19836830,ottawa glandorf
OH,Richmond Heights Local School District,54292,2020,School District,44509149,18372173,4131729,930000,0,350000,10966101,0,1141625,619945,401954,403705,1793840,32170,14453337,-883513,17566565,0,0,0,16683052,richmond heights
OH,Schnee Learning Center,84302,2020,School District,677962,0,217267,0,460695,0,0,0,0,0,0,0,0,139586,739680,-49175,928441,739566,279400,0,1018966,schnee learning center
OH,Ross-Pike Educational Service District,46519,2020,School District,16917237,0,1198351,0,0,0,13400192,0,1969613,661630,349081,8465539,2063239,0,594825,-1403638,12527241,0,0,0,11123603,ross pike
OH,The Graham School,84540,2020,School District,13810820,0,1529735,78608,0,397498,11091086,0,713893,692159,0,0,0,505933,9445056,130233,9820756,8788628,1162361,0,9950989,the graham school
OH,Tolles Career and Technical Center,48590,2020,School District,18235014,0,1095189,45243,0,1534928,13877046,0,796451,876776,886157,581706,1046647,0,11445874,-1511562,14585789,0,0,0,13074227,tolles career and technical center
OH,Tri-Rivers Joint Vocational School District,37176,2020,School District,15133705,0,846100,68067,0,0,11638438,0,1225529,644336,547501,2424604,2762182,0,9517172,-976000,15679958,1619019,400558,16601,14703958,tri rivers joint vocational
OH,Vanguard Sentinel Career and Technology Centers,84655,2020,School District,19433216,0,1126664,0,0,0,13930136,0,1281484,810499,979932,1402082,3376071,0,12739152,1549612,15967693,0,0,0,17517305,vanguard sentinel career and technology centers
OH,Versailles Exempted Village School District,84664,2020,School District,0,8675000,0,0,0,0,16200387,0,1584623,937440,0,780406,713821,0,15664788,483964,16675051,0,0,0,17159015,versailles
CA,Castro Valley Unified School District,146002,2020,School District,292097835,138755913,29559303,0,0,0,113829459,0,4155414,0,867746,1620513,47787139,2889208,99604290,-2097394,153998544,0,0,0,151901150,castro valley
OR,Jackson County School District No. 59,85930,2020,School District,0,0,0,10543,14061,0,2683953,0,0,23210,0,25832,384042,1283139,3365769,-985936,6044718,0,0,0,5058782,jackson 59
OR,Lake County School District No. 21,86086,2020,School District,223276,0,9111,0,0,0,214165,0,0,1557,0,200,18130,0,341616,-46162,406108,0,0,0,359946,lake 21
CA,Klamath Trinity Joint Unified School District,31147,2020,School District,42271939,13252618,3702924,0,0,0,16363805,0,68342,0,70162,37195,3724921,369630,19174018,-2499071,25804835,0,0,0,23305764,klamath trinity
OR,Centennial School District No. 28jt,86449,2020,School District,118428555,3165000,6090700,0,3933712,0,85683061,0,3520479,627819,138746,1979969,8066397,0,77238031,-6346650,93631047,929509,115509,0,87284397,centennial 28jt
OR,Multnomah County School District No.3,86450,2020,School District,106365889,71090000,3351474,0,0,0,27464759,0,2467660,0,68040,857734,4233237,0,38754960,-6968224,50814155,0,0,0,43845931,multnomah 3
OR,School District No. 1j,37671,2020,School District,1882236000,1333949000,149333000,0,0,0,312349000,0,81319000,0,5286000,8271000,90072000,11368000,823400000,108727000,824384000,0,0,0,933111000,1j
NJ,Rancocas Valley Regional High School District,35743,2020,School District,40584783,32875027,894623,154826,0,0,6311787,0,0,0,348520,744709,7890136,0,37929174,1206786,45357233,0,0,0,46564019,rancocas valley regional
AR,Sloan-Hendrix School District No. 45,98790,2020,School District,46304,2605000,46304,0,0,0,4959693,0,0,0,0,0,0,0,9785357,-1400108,11185465,0,0,0,9785357,sloan hendrix 45
NJ,Penns Grove Carneys Point Regional School District,35868,2020,School District,10919562,0,3706875,0,7212687,0,0,0,0,0,0,0,0,0,46401636,1613076,44788560,0,0,0,46401636,penns grove carneys point regional
OR,Beaverton School District,87261,2020,School District,1609629216,1046930928,85983306,1291677,0,0,450146458,0,25276847,4996093,0,9453783,38950024,314535,556226885,-10377294,615322521,0,0,0,604945227,beaverton
OR,Athena-Weston School District,87118,2020,School District,2680000,2680000,0,0,0,0,0,0,0,0,0,139342,617874,176201,7654500,517924,8069993,0,0,0,8587917,athena weston
OR,Milton-Freewater Unified School District,87122,2020,School District,34589763,22054444,1323164,45632,0,239690,8666917,0,2259916,166419,0,268143,2976475,0,19692825,-2067129,25004572,0,0,0,22937443,milton freewater
TN,Kenton Special School District,107060,2020,School District,1119564,0,0,1119564,0,0,0,0,0,0,0,0,0,0,176514,71679,104835,0,0,0,176514,kenton special
TN,Kingsport City Schools,107062,2020,School District,14147,0,14147,0,0,0,0,0,0,0,0,0,0,0,1545771,48916,1496855,0,0,0,1545771,kingsport city schools
PA,Abington Heights School District,38017,2020,School District,100436708,3229240,7354333,755759,0,0,74618000,0,13457962,0,1021414,975603,9129379,0,40405502,107956,50402528,0,0,0,50510484,abington heights
PA,Catasauqua Area School District,38051,2020,School District,99032919,44431051,3683199,474496,0,0,41964000,0,7619564,0,860609,437473,11797633,0,21549051,1181844,32602313,0,0,0,33784157,catasauqua area
PA,Clearfield County Career and Technology Center,37948,2020,School District,11223795,3724787,584544,0,0,74794,6456000,0,294000,0,0,816095,996618,0,4108148,457639,5463222,0,0,0,5920861,clearfield county career and technology center
PA,Conrad Weiser Area School District,45426,2020,School District,137401429,50658111,9457283,0,0,0,69800000,0,6717864,0,579171,1961437,9838641,1438549,40587722,731696,53094653,0,0,0,53826349,conrad weiser area
PA,Columbia Borough School District,38028,2020,School District,52424483,16046178,4319479,0,0,295000,27601738,0,4014977,0,147111,162505,7765613,25281,19870244,4093438,23730205,0,0,0,27823643,columbia borough
PA,Eastern Lebanon County School District,38048,2020,School District,118447044,44373194,5630240,971994,0,0,58057000,0,7300876,0,1435790,657621,9527821,0,35647903,123403,45709942,0,0,0,45833345,eastern lebanon
PA,Dauphin County Technical School,37966,2020,School District,54630288,16501831,3066850,0,0,0,30455000,0,3928330,0,678277,798120,4163242,140254,17080879,28025,22154470,0,0,0,22182495,dauphin county technical school
PA,Jefferson County-Dubois Area Vocational Technical School,65034,2020,School District,20068766,6230000,1076623,0,0,0,10713000,0,1131047,0,238096,199030,2045843,30525,5793798,284642,7784554,0,0,0,8069196,jefferson county dubois area vocational technical school
PA,Lancaster-Lebanon Intermediate Unit 13,38038,2020,School District,259258867,0,31711616,0,0,0,208830188,0,12654647,0,3361416,73507420,97714043,0,1213395,-4287125,176721983,0,0,0,172434858,lancaster lebanon intermediate unit 13
PA,Northern York County School District,47362,2020,School District,114273071,32999850,4262009,426673,0,0,68770434,0,6710315,0,1103790,869371,9203837,554918,39846273,-1371761,51846160,0,0,0,50474399,northern york
PA,Southern York County School District,38198,2020,School District,119477538,24870670,7473659,400400,0,0,78828694,0,6622738,0,1281377,730403,10233289,968885,46259762,4286440,53905899,0,0,0,58192339,southern york
PA,Somerset County Technology Center,55884,2020,School District,10030815,0,1367897,0,0,0,7906000,0,702000,0,54918,155598,2314462,75433,3598295,-370260,6514048,0,0,0,6143788,somerset county technology center
PA,Pittsburgh-Mount Oliver Intermediate Unit 2,37852,2020,School District,12304193,0,3461910,0,0,0,8327000,0,379000,1438225,136283,1269,17150771,0,20837,675729,16497148,0,0,0,17172877,pittsburgh mount oliver intermediate unit 2
PA,School District of the City of Jeannette,87497,2020,School District,45301158,15813109,2075322,0,0,807059,23532000,0,2693063,0,380605,243129,5712589,613153,14625006,1326645,19867232,0,0,0,21193877,of the city of jeannette
PA,Career Technology Center of Lackawanna County,87518,2020,School District,27791811,12691435,1679607,51293,0,0,11368174,0,1712010,0,289292,986980,1691377,174080,6460276,-230895,9543608,0,156003,0,9312713,career technology center of lackawanna county
PA,Tuscarora Intermediate Unit 11,38081,2020,School District,62866879,0,7873980,0,0,0,49223614,0,4445615,0,0,4927419,35592944,0,34878,357208,40198033,0,0,0,40555241,tuscarora intermediate unit 11
PA,Plum Borough School District,37841,2020,School District,234998807,106548674,9410956,556477,0,0,95015000,0,17201892,0,1168639,944874,15330459,0,51195685,2401476,65069542,0,0,0,67471018,plum borough
PA,Venango Technology Center,38154,2020,School District,11110492,0,1053554,1170000,0,0,7204522,0,1406984,0,275432,5056865,1611096,45863,406470,449010,6671284,0,0,0,7120294,venango technology center
CA,Nevada County Superintendent of Schools,43509,2020,School District,37355704,0,5791335,5615947,0,0,25818120,0,0,0,130302,4399498,14541641,0,19749798,-542034,39232971,0,0,0,38690937,nevada county superintendent of schools
SC,Dillon School District Four,38333,2020,School District,32175418,0,492025,0,0,423286,16977075,0,13652405,0,101080,408450,10897636,780876,3140173,-259046,15486181,0,0,0,15227135,dillon four
SC,Lexington County School District Three,38353,2020,School District,66113391,3839000,4822151,0,0,0,31686638,0,25581096,0,184506,238021,15304962,0,17392727,1887671,31048039,0,0,0,32935710,lexington three
SC,Lexington County School District Two,41733,2020,School District,477868436,256514705,15515371,0,0,0,111803179,0,93047731,0,987450,1184787,55304663,0,71941323,7729981,120700792,0,0,0,128430773,lexington two
SD,Bennett County School District No.3-1,38408,2020,School District,1556502,0,1267605,0,0,0,0,17857,0,0,288897,29227,2029531,22704,7690058,2077115,7694405,0,0,0,9771520,bennett 3 1
SC,School District Five of Lexington and Richland Counties,42476,2020,School District,713899729,210207541,34655974,487441,0,0,254637254,0,212614641,0,1296878,3365985,108659709,0,160216800,14243697,257998797,0,0,0,272242494,five of lexington and richland counties
SC,Richland School District Two,38363,2020,School District,1157422983,415615835,49400968,0,0,0,372756987,0,314788561,0,4860632,2948094,188607078,0,229215889,31068063,389702998,0,0,0,420771061,richland two
SC,Spartanburg County School District Five,38369,2020,School District,246039130,46880498,7094263,0,0,0,103369067,0,88695302,0,0,1231684,48956217,0,76614251,14340258,112461894,0,0,0,126802152,spartanburg five
SD,Black Hills Special Services Cooperative,38433,2020,School District,2249584,0,2051478,0,0,0,0,66644,37968,0,160138,16363111,8806826,0,520757,-1505208,27195902,0,0,0,25690694,black hills special services cooperative
SC,The School District of Greenville County,38341,2020,School District,2523154282,711803779,143896070,0,0,0,895763981,0,760663343,0,11027109,10604424,450383970,0,493925818,14206563,940707649,0,0,0,954914212,the of greenville county
SC,The School District of Georgetown County,38340,2020,School District,458197117,211482672,18989403,0,0,0,124579128,0,102103091,0,1042823,365240,47245560,0,82148439,-3591592,133350831,0,0,0,129759239,the of georgetown county
SD,Cornbelt Educational Cooperative,65042,2020,School District,154183,0,154183,0,0,0,0,4204,0,0,0,539000,768894,0,3480,-138101,1449475,0,0,0,1311374,cornbelt educational cooperative
CA,Santa Cruz County Superintendent of Schools,42854,2020,School District,63447364,0,12843404,0,0,0,41174693,0,801177,0,469282,5082497,21014790,0,37855323,-2213115,66165725,0,0,0,63952610,santa cruz county superintendent of schools
TN,Hollow Rock-Bruceton Special School District - Internal School Funds,38598,2020,School District,2378864,1408125,550844,0,0,0,103919,0,419895,0,0,14983,1093994,0,5379099,538504,5949572,0,0,0,6488076,hollow rock bruceton special internal school funds
KS,Valley Center Unified School District No. 262,47128,2020,School District,0,69970000,0,150980,0,0,19804922,0,0,0,0,0,0,0,49577406,1148227,48429179,0,0,0,49577406,valley 262
CA,Tehama County Department of Education,109755,2020,School District,29758292,0,4919326,0,0,126000,24524413,0,0,0,188553,1599246,15108745,0,14608415,-951122,32267528,0,0,0,31316406,tehama county department of education
TX,Education Service Center Region XIV,40358,2020,School District,7642438,0,931328,0,0,0,2138527,0,4572583,0,0,6256091,14227127,0,1323148,899785,20906581,0,0,0,21806366,education service center region xiv
TX,Ft Hancock Independent School District,39032,2020,School District,5697386,995870,238782,0,176804,0,1790445,0,2495485,0,0,71120,1384324,0,5026483,-616075,7098002,0,0,0,6481927,ft hancock
MN,Independent School District No 2689,40309,2020,School District,40555001,28153766,3659442,651000,0,0,7481605,0,524168,0,0,559973,4112564,0,13458344,1108838,17022043,0,0,0,18130881,no 2689
SC,Clarendon County School District One,38330,2020,School District,24366942,4257000,1564836,161600,732483,0,8814934,0,8772717,0,63372,20012,6919602,0,6836252,-222002,13997868,0,0,0,13775866,clarendon one
SC,Berkeley County School District,38325,2020,School District,1323238425,523968639,60178516,0,0,0,399909063,0,332249954,0,6932253,5927667,213070469,0,246068223,17026534,448039825,0,0,0,465066359,berkeley
TX,Mount Vernon Independent School District,56656,2020,School District,33618357,22513359,1259649,53666,0,0,4064480,0,5727203,0,0,345942,3765561,0,17358158,1160613,20309048,0,0,0,21469661,mount vernon
TX,Prosper Independent School District,54241,2020,School District,1153747203,1028032541,38499601,0,5525000,0,39059118,0,42630943,0,0,10018869,15252208,0,207873707,842826,232301958,0,0,0,233144784,prosper
TX,Pottsboro Independent School District,38960,2020,School District,16341580,7904768,670495,0,0,0,3412203,0,4259071,0,0,364433,3022157,0,14197423,155392,17428621,0,0,0,17584013,pottsboro
TX,Region 16 Education Service Center,39146,2020,School District,25887889,0,1396703,0,0,0,10809563,0,13681623,0,0,11316266,26298202,0,236458,-305226,38156152,0,0,0,37850926,region 16 education service center
VA,Bristol Virginia School Board,88671,2020,School District,30497040,0,2376358,2208435,0,0,20144297,0,5272869,0,495081,104004,12738185,0,16416453,260058,28998584,0,0,0,29258642,bristol virginia school board
TN,Lawrence County Schools,107093,2020,School District,168,0,168,0,0,0,0,0,0,0,0,0,0,0,2633172,104723,2528449,0,0,0,2633172,lawrence county schools
