"","state","acfrs_original_name","id","NCES District ID","nces_original_name","student"
"4147","TX","Riesel Independent School District",163904,"4837110","RIESEL ISD",652
"4148","TX","Harts Bluff Independent School District",163641,"4822710","HARTS BLUFF ISD",651
"4149","CA","Pacheco Union Elementary School District",146472,"0629280","Pacheco Union Elementary",651
"4150","CA","West Park Elementary School District",146769,"0642060","West Park Elementary",651
"4151","MO","Milan C-2 School District",35337,"2920940","MILAN C-2",649
"4152","TX","Santa Maria Independent School District",53341,"4839330","SANTA MARIA ISD",649
"4153","OH","Southern Local School District",65007,"3904906","Southern Local",649
"4154","OH","Maplewood Local School District",83660,"3905021","Maplewood Local",647
"4155","PA","Allegheny-Clarion Valley School District",37941,"4202310","Allegheny-Clarion Valley SD",646
"4156","MI","Munising Public Schools",161780,"2624810","Munising Public Schools",646
"4157","WI","Blair-Taylor School District",169265,"5500016","Blair-Taylor School District",644
"4158","MO","Purdy R-II School District",46317,"2925620","PURDY R-II",644
"4159","OK","Stratford Public Schools",197325,"4028980","STRATFORD",644
"4160","TX","Valley Mills Independent School District",164022,"4843760","VALLEY MILLS ISD",644
"4161","PA","West Greene School District",87546,"4225440","West Greene SD",644
"4162","TN","Alamo Board of Education",106527,"4700030","Alamo",643
"4163","TX","Bruceville-Eddy Independent School District",88095,"4811730","BRUCEVILLE-EDDY ISD",643
"4164","OH","Riverside Local School District",37149,"3904809","Riverside Local",643
"4165","CA","Bret Harte Union High School District",145962,"0605940","Bret Harte Union High",642
"4166","TX","Johnson City Independent School District",169008,"4824840","JOHNSON CITY ISD",642
"4167","TX","Roscoe Collegiate Independent School District",163916,"4837860","ROSCOE COLLEGIATE ISD",642
"4168","PA","Farrell Area School District",38076,"4209690","Farrell Area SD",641
"4169","TX","Hale Center Independent School District",38974,"4822050","HALE CENTER ISD",641
"4170","TX","Italy Independent School District",163676,"4824450","ITALY ISD",640
"4171","MO","Mansfield R-IV School District",35351,"2919980","MANSFIELD R-IV",640
"4172","TX","Stamford Independent School District",39052,"4841400","STAMFORD ISD",640
"4173","CA","Cutten Elementary School District",146060,"0610380","Cutten Elementary",639
"4174","MO","Laquey R-V School District",42585,"2917880","LAQUEY R-V",638
"4175","MO","Neelyville R-IV School District",35179,"2921750","NEELYVILLE R-IV",638
"4176","OH","Danville Local School District",82963,"3904783","Danville Local",637
"4177","CA","Grant Elementary School District",146179,"0615690","Grant Elementary",637
"4178","TX","Honey Grove Independent School District",163656,"4823460","HONEY GROVE ISD",637
"4179","CA","Solvang Elementary School District",146660,"0637110","Solvang Elementary",635
"4180","WI","School District of Norwalk-Ontario-Wilton",47180,"5510770","Norwalk-Ontario-Wilton School District",633
"4181","OH","Old Fort Local School District",55596,"3910021","Old Fort Local",633
"4182","TX","Alto Independent School District",163316,"4807980","ALTO ISD",631
"4183","CA","Pollock Pines Elementary School District",146523,"0631290","Pollock Pines Elementary",629
"4184","CA","San Miguel Joint Union School District",146609,"0635010","San Miguel Joint Union",628
"4185","WI","School District of Augusta",39971,"5500630","Augusta School District",627
"4186","OH","Franklin Monroe Local School District",83137,"3904664","Franklin Monroe Local",626
"4187","GA","Warren County Board of Education",189261,"1305460","Warren County",626
"4188","GA","School District Warren County",197781,"1305460","Warren County",626
"4189","TX","Mumford Independent School District",163811,"4831950","MUMFORD ISD",625
"4190","OH","Ridgedale Local School District",84229,"3904843","Ridgedale Local",625
"4191","TX","Carlisle Independent School District",163489,"4812870","CARLISLE ISD",624
"4192","AL","Elba City Board of Education",49861,"0101260","Elba City",624
"4193","TX","Tom Bean Independent School District",164003,"4842930","TOM BEAN ISD",624
"4194","WI","Cashton Public Schools",40024,"5502340","Cashton School District",622
"4195","TX","Flatonia Independent School District",163584,"4819280","FLATONIA ISD",621
"4196","AR","Ozark Mountain School District",51995,"0500076","OZARK MOUNTAIN SCHOOL DISTRICT",620
"4197","NE","Malcolm Public Schools",109284,"3173290","MALCOLM PUBLIC SCHOOLS",619
"4198","CA","Summerville Union High School District",146688,"0638280","Summerville Union High",619
"4199","CA","Mesa Union Elementary School District",146377,"0624720","Mesa Union Elementary",618
"4200","TX","Grapeland Independent School District",163617,"4821630","GRAPELAND ISD",617
"4201","OH","Brown Local School District",82656,"3904617","Brown Local",616
"4202","WI","School District of Thorp",65094,"5514820","Thorp School District",614
"4203","OH","North Baltimore Local School District",83937,"3905070","North Baltimore Local",613
"4204","TX","Tahoka Independent School District",65076,"4842090","TAHOKA ISD",612
"4205","OH","Mathews Local School District",83692,"3905015","Mathews Local",611
"4206","OH","North Central Local School District",83945,"3905064","North Central Local",611
"4207","PA","Ferndale Area School District",37915,"4209750","Ferndale Area SD",608
"4208","OK","Colcord Public Schools",84865,"4008250","COLCORD",607
"4209","TX","Sundown Independent School District",163977,"4841850","SUNDOWN ISD",607
"4210","CA","Biggs Unified School District",145943,"0605040","Biggs Unified",605
"4211","CA","Knightsen Elementary School District",146268,"0620040","Knightsen Elementary",605
"4212","NC","Tyrrell County Board of Education",36669,"3704590","Tyrrell County Schools",604
"4213","OK","Burns Flat-Dill City School District 10",146913,"4000014","BURNS FLAT-DILL CITY",602
"4214","OR","Harney County School District 10",85769,"4103600","Harney County SD 4",602
"4215","TX","La Villa Independent School District",57273,"4826340","LA VILLA ISD",602
"4216","AR","Poyen School District",98775,"0511730","POYEN SCHOOL DISTRICT",602
"4217","AR","Hazen School District",98709,"0507530","HAZEN SCHOOL DISTRICT",601
"4218","WI","Tri-County Area School District",65100,"5511820","Tri-County Area School District",601
"4219","MO","Van-Far R-I School District",197261,"2930780","VAN-FAR R-I",601
"4220","MO","Miller R-II School District",167902,"2921000","MILLER R-II",600
"4221","TX","Normangee Independent School District",163821,"4832910","NORMANGEE ISD",600
"4222","NE","Ord Public Schools",109381,"3174940","ORD PUBLIC SCHOOLS",600
"4223","TX","Olton Independent School District",39066,"4833660","OLTON ISD",599
"4224","SC","Barnwell School District 19",38322,"4501020","Barnwell 19",598
"4225","SC","Barnwell School District 45",38321,"4501020","Barnwell 19",598
"4226","OH","Jackson Center Local School District",83407,"3910005","Jackson Center Local",598
"4227","TX","Chico Independent School District",163501,"4813800","CHICO ISD",596
"4228","TX","West Sabine Independent School District",164043,"4845180","WEST SABINE ISD",596
"4229","OH","Buckeye Central Local School District",82664,"3904650","Buckeye Central Local",594
"4230","OH","Fairlawn Local School District",83083,"3904977","Fairlawn Local",594
"4231","MI","Suttons Bay Public Schools",64923,"2633360","Suttons Bay Public Schools",593
"4232","CA","Richgrove Elementary School District",146552,"0632430","Richgrove Elementary",592
"4233","TX","Center Point Independent School District",50936,"4813350","CENTER POINT ISD",591
"4234","MI","Martin Public Schools",161437,"2622980","Martin Public Schools",591
"4235","OH","Crestline Exempted Village School District",37047,"3910008","Crestline Exempted Village",590
"4236","AR","Magazine School District",98734,"0509150","MAGAZINE SCHOOL DISTRICT",590
"4237","AR","Spring Hill School District",98794,"0512630","SPRING HILL SCHOOL DISTRICT",589
"4238","OH","Leetonia Exempted Village School District",83514,"3910007","LEETONIA EXEMPTED VILLAGE SCHOOL DISTRICT",587
"4239","OK","Porter Consolidated Public Schools",148791,"4030197","PORTER CONSOLIDATED",587
"4240","MI","Deckerville Community School District",161677,"2611700","Deckerville Community School District",584
"4241","TX","Junction Independent School District",163685,"4825020","JUNCTION ISD",584
"4242","MI","Kingston Community School District",161738,"2620400","Kingston Community School District",584
"4243","PA","Cornell School District",37833,"4206810","Cornell SD",583
"4244","CA","Coast Unified School District",146033,"0600049","Coast Unified",582
"4245","NE","Gibbon Public Schools",108647,"3170980","GIBBON PUBLIC SCHOOLS",582
"4246","NH","Pittsfield School District",99106,"3305730","Pittsfield School District",582
"4247","NY","Brocton Central School District",64979,"3605610","BROCTON CENTRAL SCHOOL DISTRICT",581
"4248","TX","Crawford Independent School District",163526,"4815600","CRAWFORD ISD",581
"4249","CA","Oak Valley Union Elementary School District",146449,"0627900","Oak Valley Union Elementary",581
"4250","OH","Monroeville Local School District",83814,"3904771","Monroeville Local",580
"4251","CA","Penn Valley Union Elementary School District",67696,"0601427","Penn Valley Union Elementary",580
"4252","OK","Mounds Public Schools",147342,"4020550","MOUNDS",579
"4253","TX","Seymour Independent School District",163945,"4839780","SEYMOUR ISD",579
"4254","CA","Los Molinos Unified School District",146333,"0622860","Los Molinos Unified",576
"4255","MO","Crocker R-II School District",35294,"2910350","CROCKER R-II",575
"4256","TX","Brackett Independent School District",163467,"4811070","BRACKETT ISD",572
"4257","MI","Colon Community School District",161667,"2610410","Colon Community School District",572
"4258","NY","Mount Morris Central School District",43250,"3620010","MOUNT MORRIS CENTRAL SCHOOL DISTRICT",572
"4259","CA","Palo Verde Union Elementary School District",146485,"0629670","Palo Verde Union Elementary",572
"4260","TX","Winters Independent School District",39158,"4846260","WINTERS ISD",571
"4261","TX","Wellington Independent School District",164038,"4844890","WELLINGTON ISD",570
"4262","MI","Onaway Area Community School District",161487,"2626400","Onaway Area Community School District",569
"4263","NY","Cincinnatus Central School District",190565,"3607560","CINCINNATUS CENTRAL SCHOOL DISTRICT",568
"4264","TX","Harper Independent School District",163638,"4822590","HARPER ISD",568
"4265","TX","Hico Independent School District",163650,"4823070","HICO ISD",568
"4266","TX","Mccamey Independent School District",39223,"4829700","MCCAMEY ISD",567
"4267","NY","Heuvelton Central School District",43949,"3614310","HEUVELTON CENTRAL SCHOOL DISTRICT",566
"4268","NY","Mcgraw Central School District",190601,"3618840","MCGRAW CENTRAL SCHOOL DISTRICT",566
"4269","CA","Soulsbyville Elementary School District",146665,"0637320","Soulsbyville Elementary",566
"4270","TX","Goldthwaite Independent School District",197845,"4821000","GOLDTHWAITE ISD",565
"4271","CA","San Pasqual Union Elementary School District",146610,"0635040","San Pasqual Union Elementary",564
"4272","TX","Dawson Independent School District",163540,"4816380","DAWSON ISD",563
"4273","TX","Stratford Independent School District",163973,"4841670","STRATFORD ISD",563
"4274","TX","Cushing Independent School District",163536,"4816080","CUSHING ISD",562
"4275","TX","Kerens Independent School District",163692,"4825530","KERENS ISD",562
"4276","NV","Mineral County School District",42619,"3200330","MINERAL COUNTY SCHOOL DISTRICT",562
"4277","WI","School District of Hillsboro",48415,"5506480","Hillsboro School District",561
"4278","NC","Hyde County Board of Education",89873,"3702280","Hyde County Schools",561
"4279","CA","Rancho Santa Fe Elementary School District",146536,"0631740","Rancho Santa Fe Elementary",561
"4280","MI","River Valley School District",161458,"2629790","River Valley School District",561
"4281","TX","Sunray Independent School District",65077,"4841910","SUNRAY ISD",561
"4282","AK","Craig City School District",31603,"0200090","Craig City School District",560
"4283","OH","Edgerton Local School District",83042,"3905061","Edgerton Local",559
"4284","TX","Yorktown Independent School District",164114,"4846650","YORKTOWN ISD",559
"4285","PA","Southeastern Greene School District",65033,"4222200","Southeastern Greene SD",558
"4286","TX","Thorndale Independent School District",163996,"4842630","THORNDALE ISD",558
"4287","TX","Cayuga Independent School District",50823,"4813200","CAYUGA ISD",557
"4288","MO","Fordland R-III School District",46233,"2912180","FORDLAND R-III",557
"4289","GA","Glascock County Board of Education",189209,"1302370","Glascock County",557
"4290","GA","School District Glascock County",197770,"1302370","Glascock County",557
"4291","OH","Green Local School District",45666,"3904961","Green Local",557
"4292","AR","Woodlawn School District",98814,"0514400","WOODLAWN SCHOOL DISTRICT",555
"4293","OK","Boone-Apache Public Schools",190740,"4005010","BOONE-APACHE",554
"4294","NJ","Fairfield Township School District",168045,"3405040","Fairfield Township School District",554
