"","state.abb","county","census_id","id.x","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","id.y","state.name","population"
"1576","IA","Page County","16107307300000",113358,2020,"General Purpose",5618655,1575000,446995,0,0,0,2261444,0,881480,0,453736,588476,4150819,2999625,7216219,2374002,12581137,0,0,0,14955139,FALSE,"0500000US19145","Iowa",15211
"1577","MO","Macon County","26106106100000",81486,2020,"General Purpose",0,0,0,0,0,0,11506,122028,0,0,0,0,0,0,11823812,257270,11566542,0,0,0,11823812,FALSE,"0500000US29121","Missouri",15209
"1578","OK","Kingfisher County","37103703700000",125429,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35432756,9798832,25633924,0,0,0,35432756,FALSE,"0500000US40073","Oklahoma",15184
"1579","AL","Cleburne County","1101501500000",90266,2020,"General Purpose",1528791,0,253241,0,0,0,116183,0,0,0,232726,1392371,3129329,10120,4763677,1329319,7966177,46498350,89640,0,46587990,FALSE,"0500000US01029","Alabama",15056
"1580","MI","Missaukee County","23105705700000",79847,2020,"General Purpose",2900212,0,512127,0,0,0,2254565,0,0,0,133520,2420522,1727032,11200,5562161,19671,9701244,0,0,0,9720915,FALSE,"0500000US26113","Michigan",15052
"1581","IA","Hamilton County","16104004000000",96568,2020,"General Purpose",22389205,16318606,953320,0,126524,0,3726780,0,218724,0,509449,2277500,6597912,3243218,11945071,3489305,20574396,0,0,0,24063701,FALSE,"0500000US19079","Iowa",15039
"1582","MI","Arenac County","23100600600000",77584,2020,"General Purpose",4684319,25000,1007766,0,332366,0,3063601,0,0,0,255585,1805795,2394313,0,6144126,761646,9582588,0,0,0,10344234,FALSE,"0500000US26011","Michigan",15002
"1583","TX","Jackson County","44112012000000",88319,2020,"General Purpose",3406402,0,524643,34910,0,0,544929,0,2144972,0,156948,2112273,1990275,135509,11762060,1835648,14164469,0,0,0,16000117,FALSE,"0500000US48239","Texas",14988
"1584","TN","Bledsoe County","43100400400000",197411,2020,"General Purpose",20474187,20150000,108347,0,0,66005,0,165670,85730,0,64008,3048201,3218385,1200953,4267473,1610495,10124517,0,0,0,11735012,FALSE,"0500000US47007","Tennessee",14913
"1585","NC","Mitchell County","34106106100000",36609,2020,"General Purpose",10375691,0,1056825,103861,0,0,2157986,26843,6409658,0,218790,787185,3413941,382480,16739777,657534,20665849,0,0,0,21323383,FALSE,"0500000US37121","North Carolina",14903
"1586","MN","Sibley County","24107207200000",42737,2020,"General Purpose",20715850,7209125,2382516,0,1486736,5330,7359839,0,628290,0,1644014,6380881,10556334,900912,18826003,6709506,29954624,0,0,0,36664130,FALSE,"0500000US27143","Minnesota",14836
"1587","IA","Kossuth County","16105505500000",113349,2020,"General Purpose",15086320,0,2708748,0,0,0,3535284,0,313944,0,516623,7601143,7484278,3861150,11683796,5090199,25540168,0,0,0,30630367,FALSE,"0500000US19109","Iowa",14828
"1588","VA","Clarke County","47102202200000",93530,2020,"General Purpose",28842226,24254430,1456422,135012,0,0,1398730,0,893774,0,703858,1386641,2783644,385747,28194711,2252394,30498349,0,0,0,32750743,FALSE,"0500000US51043","Virginia",14783
"1589","PR","Jayuya",NA,87587,2020,"General Purpose",18294920,6772000,3293904,0,3148312,590000,0,0,0,0,1170641,256818,5347579,2149454,8532042,-1387608,17673500,0,0,0,16285893,FALSE,"0500000US72073","Puerto Rico",14779
"1590","VA","Nelson County","47106306300000",88763,2020,"General Purpose",26081419,19748849,2457766,0,0,0,2439428,0,940292,0,495084,1241589,4316931,2439506,26503871,-804491,35306388,0,0,0,34501897,FALSE,"0500000US51125","Virginia",14775
"1591","IL","Pike County","14107507500000",32783,2020,"General Purpose",2603217,0,402299,0,0,435959,1554751,0,0,0,210208,4290469,2342123,0,6088813,-1524309,14245714,0,0,0,12721405,FALSE,"0500000US17149","Illinois",14739
"1592","TX","Nolan County","44117717700000",88392,2020,"General Purpose",13325157,11662068,185802,0,0,0,1368819,0,0,0,108468,1900116,486073,0,12085230,469441,14001978,0,0,0,14471419,FALSE,"0500000US48353","Texas",14738
"1593","MN","Renville County","24106506500000",42734,2020,"General Purpose",75067251,54147343,2390614,0,2739499,3637136,8728844,0,0,0,1574774,21602307,12446255,6435946,21385261,8853898,53015871,0,0,0,61869769,FALSE,"0500000US27129","Minnesota",14723
"1594","TX","Karnes County","44112812800000",88328,2020,"General Purpose",3781607,0,2259569,0,0,0,1249212,0,184866,0,87960,6139472,203539,0,27999041,6695463,27646589,0,0,0,34342052,FALSE,"0500000US48255","Texas",14710
"1595","GA","Jasper County","11107907900000",90314,2020,"General Purpose",3492299,0,723627,1128530,0,0,0,326076,0,0,204564,2227944,1032805,1274850,10711611,1414585,13832625,0,0,0,15247210,FALSE,"0500000US13159","Georgia",14588
"1596","IA","Harrison County","16104304300000",113340,2020,"General Purpose",7096682,0,629215,0,0,1667250,3491365,0,177011,0,1058096,1837998,5200970,2311426,9752188,2114739,16987843,0,0,0,19102582,FALSE,"0500000US19085","Iowa",14582
"1597","PA","Fulton County","39102902900000",37713,2020,"General Purpose",7374102,4649233,1061501,0,0,0,1511883,0,0,0,151485,772805,4981275,0,5177382,1538379,9393083,0,0,0,10931462,FALSE,"0500000US42057","Pennsylvania",14556
"1598","CO","Las Animas County","6103603500000",31975,2020,"General Purpose",2229164,0,1533784,288593,0,0,0,0,0,0,406787,1117785,13733632,4465508,13231148,954956,31593117,0,0,0,32548073,FALSE,"0500000US08071","Colorado",14555
"1599","WY","Carbon County","51100400400000",98621,2020,"General Purpose",19062714,0,4615312,4697360,0,0,6429711,0,2734562,0,424264,4205512,2177509,0,26726935,2253595,30856361,0,0,0,33109956,FALSE,"0500000US56007","Wyoming",14537
"1600","UT","San Juan County","45101901900000",39289,2020,"General Purpose",9436999,3276000,2000945,0,18906,0,2541175,0,0,0,1283003,5009942,8424443,90820,10862039,-2370381,26757625,0,0,0,24387244,FALSE,"0500000US49037","Utah",14518
"1601","TN","Cannon County","43100800800000",197419,2020,"General Purpose",6381425,0,512694,44533,5548764,224300,0,1219184,0,0,51134,1746855,2244272,1402435,6892877,783620,11502819,0,0,0,12286439,FALSE,"0500000US47015","Tennessee",14506
"1602","IA","Mills County","16106506500000",33308,2020,"General Purpose",17180923,11195000,981470,0,0,0,3666274,0,484156,0,854023,1566030,6838638,2273155,12242340,4147340,18772823,0,0,0,22920163,FALSE,"0500000US19129","Iowa",14484
"1603","OH","Harrison County","36103403400000",44783,2020,"General Purpose",0,75073,0,64746,494406,0,0,0,0,0,0,4003698,13286655,0,21380179,6327038,32343494,0,0,0,38670532,FALSE,"0500000US39067","Ohio",14483
"1604","MO","Dent County","26103303300000",119569,2020,"General Purpose",0,0,0,362246,0,0,0,0,0,0,0,0,0,0,9892325,1334493,8557832,0,0,0,9892325,FALSE,"0500000US29065","Missouri",14421
"1605","MI","Gogebic County","23102702700000",78827,2020,"General Purpose",15264618,450000,1186635,0,0,0,11996199,0,828103,0,803681,15167281,2005650,408220,6057445,538509,23100087,0,0,0,23638596,FALSE,"0500000US26053","Michigan",14380
"1606","KS","Bourbon County","17100600600000",114237,2020,"General Purpose",0,6719400,0,2660545,0,0,3114613,0,0,0,312227,0,0,0,17559380,364046,17195334,0,0,0,17559380,FALSE,"0500000US20011","Kansas",14360
"1607","IA","Butler County","16101201200000",113325,2020,"General Purpose",12450295,7375000,1114908,0,37270,0,3129219,0,391637,0,402261,1353200,5222837,4438060,8720547,2820229,16914415,0,0,0,19734644,FALSE,"0500000US19023","Iowa",14334
"1608","NE","Saline County","28107607600000",109460,2020,"General Purpose",0,12045000,0,0,0,0,0,0,0,0,0,2510702,2803863,0,9760725,-211997,15287287,0,0,0,15075290,FALSE,"0500000US31151","Nebraska",14292
"1609","FL","Gulf County","10102302300000",32233,2020,"General Purpose",45007171,16720000,2924229,281073,0,0,21054661,0,927937,0,2379103,4771538,18798070,4881374,23262096,4508219,47204859,0,0,0,51713078,FALSE,"0500000US12045","Florida",14192
"1610","WI","Rusk County","50105505500000",39865,2020,"General Purpose",17411913,1860885,5215848,0,1043819,8695000,0,2998784,0,0,596361,8332826,6250928,1348821,12450851,2274867,26108559,0,0,0,28383426,FALSE,"0500000US55107","Wisconsin",14188
"1611","IA","O'Brien County","16107107100000",56802,2020,"General Purpose",3878841,0,364284,0,0,0,2619617,0,466342,0,287248,2057683,4640476,0,7572815,569985,13700989,0,0,0,14270974,FALSE,"0500000US19141","Iowa",14182
"1612","LA","Claiborne Parish","19101401400000",116197,2020,"General Purpose",2246968,1430000,659703,0,0,0,42486,0,0,0,114779,566770,1373639,106437,5306187,537653,6815380,0,0,0,7353033,FALSE,"0500000US22027","Louisiana",14170
"1613","OK","Atoka County","37100300300000",125402,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9678367,-18504,9696871,0,0,0,9678367,FALSE,"0500000US40005","Oklahoma",14143
"1614","NE","York County","28109309300000",109749,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,1247423,301812,0,12265360,-1547225,15361820,0,0,0,13814595,FALSE,"0500000US31185","Nebraska",14125
"1615","VA","Dickenson County","47102602600000",93532,2020,"General Purpose",23982452,15789087,1660503,494836,0,1100330,4451376,0,0,0,476927,328981,7817479,2728055,20385397,-2242295,33502207,0,0,0,31259912,FALSE,"0500000US51051","Virginia",14124
"1616","NC","Swain County","34108708700000",36664,2020,"General Purpose",24893969,0,1383656,11630,0,0,3024076,0,2450828,0,624955,4720109,7924491,77318,13589042,850049,25460911,0,0,0,26310960,FALSE,"0500000US37173","North Carolina",14117
"1617","OH","Noble County","36106106100000",46055,2020,"General Purpose",17460191,1295450,1524673,0,635917,0,7883342,30079,5237323,0,773486,2735687,9653441,1979736,10008970,1435302,22942532,0,0,0,24377834,FALSE,"0500000US39121","Ohio",14115
"1618","MN","Wadena County","24108008000000",34744,2020,"General Purpose",11054664,843007,1673405,168465,0,0,6948971,0,677958,0,742858,3334788,13842665,163186,12293667,5226871,24407435,0,0,0,29634306,FALSE,"0500000US27159","Minnesota",14065
"1619","IA","Allamakee County","16100300300000",33296,2020,"General Purpose",8695956,3960273,835649,0,0,356468,2604784,0,667229,0,271553,728737,4968627,286945,9436207,498364,14922152,0,0,0,15420516,FALSE,"0500000US19005","Iowa",14061
"1620","WI","Price County","50105105100000",39862,2020,"General Purpose",7054246,0,987099,0,0,5190244,0,1524382,0,0,876903,3996961,5638210,82625,11764865,918874,20563787,0,0,0,21482661,FALSE,"0500000US55099","Wisconsin",14054
"1621","FL","Hamilton County","10102402400000",32234,2020,"General Purpose",20310333,0,1007928,315472,0,0,15608302,0,375559,0,714798,2185540,7669101,487596,13490892,-1340886,25174015,0,0,0,23833129,FALSE,"0500000US12047","Florida",14004
"1622","MN","Pennington County","24105705700000",34731,2020,"General Purpose",26121124,16200885,989467,1102242,0,113000,4405905,0,464978,0,712978,2844314,8901604,4585803,12645440,3127744,25849417,0,0,0,28977161,FALSE,"0500000US27113","Minnesota",13992
"1623","AK","Ketchikan Gateway Borough","2101000500000",110768,2020,"General Purpose",54975710,23241933,16377847,0,0,717032,9948078,0,326738,57149,962531,14776894,4075458,2947682,25511008,1596251,45714791,0,1029188,5233,47311042,FALSE,"0500000US02130","Alaska",13948
"1624","MN","Faribault County","24102202200000",97925,2020,"General Purpose",31402336,16930192,1689698,0,0,0,3804372,0,7792418,0,1185656,5142475,10260634,233286,15277006,1165437,29747964,0,0,0,30913401,FALSE,"0500000US27043","Minnesota",13921
"1625","TN","Crockett County","43101701700000",197429,2020,"General Purpose",8905024,6690080,270471,77363,516622,1146753,0,200311,141908,0,61827,1693704,2931930,1205830,7318990,2132398,11018056,0,0,0,13150454,FALSE,"0500000US47033","Tennessee",13911
"1626","OK","Murray County","37105005000000",125441,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8821706,-64224,8885930,0,0,0,8821706,FALSE,"0500000US40099","Oklahoma",13904
"1627","TX","Zapata County","44125325300000",38650,2020,"General Purpose",36875036,9392000,1257192,202732,23962372,0,0,269826,739528,0,591237,5566333,1583351,1121138,16108566,431004,23948384,0,0,0,24379388,FALSE,"0500000US48505","Texas",13889
"1628","IL","White County","14109709700000",74466,2020,"General Purpose",782951,0,454143,0,49112,0,0,3728291,0,0,279696,2315261,430013,0,8889774,3495985,8139063,0,0,0,11635048,FALSE,"0500000US17193","Illinois",13877
"1629","VA","Madison County","47205700100000",191846,2020,"General Purpose",29889757,24641000,1731637,305192,310000,0,790386,0,1269136,23293,514216,929018,5311740,254935,22324892,1396538,27424047,190278,261200,0,28820585,FALSE,"0500000US51113","Virginia",13837
"1630","LA","Winn Parish","19106406200000",116242,2020,"General Purpose",2668686,2005000,607306,0,0,0,56380,0,0,0,0,58916,744254,784912,6534411,841245,7281248,0,0,0,8122493,FALSE,"0500000US22127","Louisiana",13755
"1631","NC","Chowan County","34102102100000",36527,2020,"General Purpose",19746921,549978,1059634,0,0,0,2804119,28055,8086547,0,389792,5141771,2287695,0,16086592,-1096945,24613003,0,0,0,23516058,FALSE,"0500000US37041","North Carolina",13708
"1632","KY","Union County","18111311300000",115811,2020,"General Purpose",0,4153359,0,0,42500,0,0,0,0,0,0,162320,0,0,11259713,136598,11285435,0,0,0,11422033,FALSE,"0500000US21225","Kentucky",13668
"1633","TN","Stewart County","43108108100000",197520,2020,"General Purpose",22393254,16195000,354162,0,441255,3464461,1273082,0,120881,0,233428,2329697,4131239,340454,9949686,2566716,14184360,0,0,0,16751076,FALSE,"0500000US47161","Tennessee",13657
"1634","FL","Calhoun County","10100700700000",32227,2020,"General Purpose",18628449,0,8029623,0,0,0,10079413,0,295433,0,223980,808019,5156524,2703283,12484554,4138502,17013878,0,0,0,21152380,FALSE,"0500000US12013","Florida",13648
"1635","TX","Trinity County","44122822800000",88483,2020,"General Purpose",1354343,0,197320,1103490,0,0,15132,0,0,0,38401,1292192,824988,0,6047895,696413,7468662,0,0,0,8165075,FALSE,"0500000US48455","Texas",13602
"1636","TX","Comanche County","44104704700000",98540,2020,"General Purpose",0,0,0,11595,0,105327,1738370,0,437455,0,0,1778539,444236,1868061,7325319,1234909,10181246,0,0,0,11416155,FALSE,"0500000US48093","Texas",13594
"1637","AR","Izard County","4103303300000",96165,2020,"General Purpose",297472,0,297472,594574,0,0,3951876,0,0,0,0,0,0,0,7301996,911925,6390071,0,0,0,7301996,FALSE,"0500000US05065","Arkansas",13577
"1638","TN","Grundy County","43103103100000",197445,2020,"General Purpose",9530250,7467884,12042,0,1289206,320797,0,517726,60109,0,26632,1352186,3673389,549710,5437638,976638,10036285,0,0,0,11012923,FALSE,"0500000US47061","Tennessee",13529
"1639","TX","Madison County","44115715700000",129410,2020,"General Purpose",3777167,1365000,939009,554771,0,0,810377,0,0,0,108010,1560613,1096470,0,7841486,1171500,9327069,0,0,0,10498569,FALSE,"0500000US48313","Texas",13455
"1640","WA","Pend Oreille County","48102602600000",45279,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,6246576,13767244,0,7569484,4920469,22662835,0,0,0,27583304,FALSE,"0500000US53051","Washington",13401
"1641","OH","Monroe County","36105605600000",44940,2020,"General Purpose",40711221,16360482,2127617,0,578321,0,12693491,0,8206373,0,744937,3711561,16540970,1791582,18911150,5604798,35350465,0,0,0,40955263,FALSE,"0500000US39111","Ohio",13385
"1642","SC","Bamberg County","41100500500000",128009,2020,"General Purpose",22020269,12311784,1121831,839848,0,841244,5948823,0,246851,0,219265,1741629,602160,1920713,10872560,3062778,12074284,0,0,0,15137062,FALSE,"0500000US45009","South Carolina",13311
"1643","CO","Moffat County","6104104000000",44924,2020,"General Purpose",7852669,0,2604953,0,260200,0,0,0,0,0,978246,7043053,12467474,290082,16283120,3432028,32651701,0,0,0,36083729,FALSE,"0500000US08081","Colorado",13292
"1644","IL","Clay County","14101301300000",71639,2020,"General Purpose",13126,0,0,0,0,0,0,0,0,0,0,950358,3984754,0,5590751,2209653,8316210,0,0,0,10525863,FALSE,"0500000US17025","Illinois",13288
"1645","MO","Osage County","26107607600000",119576,2020,"General Purpose",0,0,0,1120345,0,0,513410,0,0,0,0,281672,2777968,0,5611679,372446,8298873,0,0,0,8671319,FALSE,"0500000US29151","Missouri",13274
"1646","VA","Amelia County","47100400400000",88655,2020,"General Purpose",6292913,3965602,1629490,0,0,0,0,213737,388649,0,309172,3863878,3264519,0,13737204,3540075,17325526,0,0,0,20865601,FALSE,"0500000US51007","Virginia",13265
"1647","KS","Jackson County","17104304300000",114265,2020,"General Purpose",4853061,0,0,37000,0,0,4574437,0,0,0,241624,0,0,0,22384900,1956787,20428113,0,0,0,22384900,FALSE,"0500000US20085","Kansas",13232
"1648","CA","Mono County","5102602600000",31694,2020,"General Purpose",114458792,453100,6480166,0,0,0,56071010,0,9038821,0,3268723,10328633,24888563,1329921,29034913,2063861,63518169,3031781,189668,0,65582030,FALSE,"0500000US06051","California",13195
"1649","AL","Crenshaw County","1102102100000",94046,2020,"General Purpose",9591180,0,491231,1346328,0,0,2717135,0,0,0,96485,967678,3597844,11515,4529767,1514034,7592771,0,0,0,9106805,FALSE,"0500000US01041","Alabama",13194
"1650","ID","Shoshone County","13104004000000",32680,2020,"General Purpose",7557690,0,2069969,2078138,0,0,3204201,0,0,0,197925,1312105,3010047,326058,16632978,2985615,18295573,0,0,0,21281188,FALSE,"0500000US16079","Idaho",13169
"1651","KY","Powell County","18109909900000",33583,2020,"General Purpose",0,7035000,0,214888,0,197576,0,0,0,0,0,1198760,5224004,0,5029082,471792,10980054,0,0,0,11451846,FALSE,"0500000US21197","Kentucky",13129
"1652","IA","Cass County","16101501500000",92054,2020,"General Purpose",5904169,2498000,384551,0,0,0,2750895,0,0,0,270723,581803,4253335,1156817,11061866,4006902,13046919,0,0,0,17053821,FALSE,"0500000US19029","Iowa",13127
"1653","AK","Kodiak Island Borough","2101200600000",110770,2020,"General Purpose",129826243,0,23262292,0,0,93958395,6144196,0,202980,32784,312164,8459310,2558348,438070,26882007,4964486,33373249,0,0,0,38337735,FALSE,"0500000US02150","Alaska",13101
"1654","IL","Mason County","14106306300000",72935,2020,"General Purpose",18386002,0,1844558,0,0,7039951,3208278,0,6135885,0,157330,4561351,1970225,0,5622092,-1155717,13309385,0,0,0,12153668,FALSE,"0500000US17125","Illinois",13086
"1655","IL","Cass County","14100900900000",48134,2020,"General Purpose",777026,0,777026,0,0,0,0,3220277,0,0,0,4699570,1010799,0,8640832,2689486,11661715,0,0,0,14351201,FALSE,"0500000US17017","Illinois",13042
